year,make,model,trim,body,transmission,vin,branch,condition,odometer,color,interior,seller,marketprice,sellingprice,saledate
2014,Ford,Focus,SE,Hatchback,automatic,1fadp3k28el283725,SURABAYA,48.0,17076.0,red,black,avis budget group,274125000.0,258000000.0,Tue Jan 13 2019 13:30:00 GMT-0800 (PST)
2011,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgbb8gb0ba723378,MEDAN,34.0,32950.0,—,gray,mercedes-benz financial services,595550000.0,516000000.0,Tue Dec 30 2018 09:30:00 GMT-0800 (PST)
2012,Honda,Civic,EX,Sedan,automatic,2hgfb2f89ch316074,JAKARTA,35.0,20652.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,277350000.0,277350000.0,Wed Dec 31 2019 09:30:00 GMT-0800 (PST)
2012,Chrysler,Town and Country,Touring,minivan,,2c4rc1bgxcr227401,JAKARTA,22.0,48328.0,black,black,hann financial services,299925000.0,288100000.0,Fri Jun 05 2019 02:00:00 GMT-0700 (PDT)
2013,Mercedes-Benz,E-Class,E350 Sport,sedan,automatic,wddhf5kb8da736641,JAKARTA,45.0,10262.0,white,gray,mercedes benz of encino,666500000.0,731000000.0,Thu Jun 04 2019 05:30:00 GMT-0700 (PDT)
2010,Hyundai,Elantra,SE,sedan,automatic,kmhdu4ad4au833935,MEDAN,27.0,91935.0,gray,gray,first ford  inc.,111262500.0,105350000.0,Tue Jun 16 2018 02:30:00 GMT-0700 (PDT)
2014,Dodge,Charger,SXT,sedan,,2c3cdxhg6eh366094,BALIKPAPAN,45.0,17859.0,white,black,fca canada inc,442900000.0,436450000.0,Tue Jun 02 2019 03:00:00 GMT-0700 (PDT)
2003,Cadillac,Seville,STS,Sedan,automatic,1g6ky54933u267995,SURABAYA,2.0,127985.0,black,black,j b a automotive llc,29025000.0,17200000.0,Tue Jan 13 2019 09:30:00 GMT-0800 (PST)
2011,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5ek3b1310351,BALIKPAPAN,38.0,77272.0,silver,gray,wheels exchange llc,161787500.0,156950000.0,Wed Feb 11 2018 04:30:00 GMT-0800 (PST)
2007,Chrysler,300,Touring,Sedan,automatic,2c3ka53g87h795269,BALIKPAPAN,41.0,204823.0,gray,gray,j & s auto haus,77937500.0,60200000.0,Wed Feb 04 2018 01:00:00 GMT-0800 (PST)
2007,,,,,automatic,1fmfk20597la31635,MEDAN,49.0,143497.0,brown,black,mike brown chrysler dodge jeep,217150000.0,195650000.0,Thu Feb 12 2018 03:00:00 GMT-0800 (PST)
2014,Honda,Civic,EX,coupe,automatic,2hgfg3b88eh509283,SURABAYA,39.0,19757.0,white,gray,ahfc/honda lease trust/hvt  inc.,319275000.0,324650000.0,Thu Jun 18 2019 03:00:00 GMT-0700 (PDT)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar7dm755016,JAKARTA,45.0,16372.0,black,black,nissan infiniti lt,488050000.0,511700000.0,Wed Feb 11 2019 01:30:00 GMT-0800 (PST)
2014,Ford,F-150,XLT,SuperCab,automatic,1ftfx1et7eke03838,MEDAN,41.0,4348.0,orange,gray,wheat country motors,599850000.0,593400000.0,Wed Feb 04 2018 03:45:00 GMT-0800 (PST)
2014,Nissan,Versa,1.6 SV,Sedan,automatic,3n1cn7ap2el801397,JAKARTA,33.0,46861.0,red,black,avis corporation,206937500.0,215000000.0,Thu Mar 05 2018 01:30:00 GMT-0800 (PST)
2013,Chevrolet,Spark,1LT,hatchback,automatic,kl8cd6s98dc620902,MEDAN,29.0,50838.0,red,black,the hertz corporation,162325000.0,159100000.0,Thu Jun 04 2018 05:30:00 GMT-0700 (PDT)
1998,Honda,CR-V,EX,SUV,automatic,jhlrd1869wc093640,SURABAYA,25.0,226750.0,silver,gray,nalley honda,33325000.0,62350000.0,Tue Mar 03 2018 05:00:00 GMT-0800 (PST)
2013,Ram,C/V Tradesman,Base,minivan,automatic,2c4jrgagxdr554415,SURABAYA,41.0,75343.0,white,black,selig leasing co inc,206400000.0,212850000.0,Wed May 27 2018 03:00:00 GMT-0700 (PDT)
2010,Scion,tC,Base,hatchback,automatic,jtkde3b7xa0311962,BALIKPAPAN,29.0,82758.0,blue,black,meridian remarketing,165012500.0,165550000.0,Thu Jun 04 2019 03:00:00 GMT-0700 (PDT)
2005,Nissan,Altima,2.5 S,sedan,automatic,1n4al11d15c307482,JAKARTA,27.0,76964.0,gold,black,ideal transportation,82237500.0,122550000.0,Wed Jun 17 2018 05:30:00 GMT-0700 (PDT)
2001,Dodge,Caravan,SE,Minivan,automatic,1b4gp253x1b254942,JAKARTA,29.0,119864.0,burgundy,tan,crossroads nissan of wake forest,24725000.0,25800000.0,Mon Jan 26 2018 01:00:00 GMT-0800 (PST)
2007,Cadillac,SRX,V6,SUV,automatic,1gyee637070172438,BALIKPAPAN,29.0,68519.0,white,beige,wells fargo dealer services,198337500.0,206400000.0,Wed Jan 14 2018 01:30:00 GMT-0800 (PST)
2014,Chevrolet,Sonic,LT,Hatchback,automatic,1g1jc6sh5e4220809,SURABAYA,4.0,11956.0,red,gray,gm remarketing,237575000.0,232200000.0,Thu Feb 05 2018 03:00:00 GMT-0800 (PST)
2011,Ford,F-150,FX4,SuperCab,automatic,1ftfx1ef0bke23077,BALIKPAPAN,42.0,33742.0,white,black,ford motor credit company llc,539650000.0,559000000.0,Wed Feb 25 2018 01:20:00 GMT-0800 (PST)
2014,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb3e7352854,SURABAYA,47.0,10906.0,silver,black,gm financial,277350000.0,273050000.0,Thu May 21 2018 02:40:00 GMT-0700 (PDT)
2008,Ford,Edge,Limited,SUV,automatic,2fmdk39c28ba83365,SURABAYA,34.0,111708.0,orange,tan,sam galloway ford lincoln,209087500.0,187050000.0,Tue Jan 27 2018 04:00:00 GMT-0800 (PST)
2004,Volkswagen,Golf,GL,Hatchback,automatic,9bwfl61j944000983,BALIKPAPAN,34.0,93576.0,silver,black,santander consumer,62887500.0,83850000.0,Wed Mar 04 2018 02:30:00 GMT-0800 (PST)
2013,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb8d7121179,SURABAYA,39.0,63006.0,white,black,the hertz corporation,210162500.0,212850000.0,Tue Feb 03 2019 03:00:00 GMT-0800 (PST)
2010,Chevrolet,Silverado 1500,LT,extended cab,automatic,1gcscse09az283404,MEDAN,35.0,103966.0,silver,black,sonss auto,295625000.0,354750000.0,Tue Jun 16 2018 05:00:00 GMT-0700 (PDT)
2011,Volkswagen,Jetta,Base,sedan,,3vw2k7aj5bm064745,BALIKPAPAN,19.0,70068.0,beige,black,vw credit canada  inc,181675000.0,150500000.0,Tue Jun 09 2019 03:00:00 GMT-0700 (PDT)
2015,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae5fu800652,SURABAYA,1.0,3318.0,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,250475000.0,111800000.0,Tue May 19 2018 06:00:00 GMT-0700 (PDT)
2006,Toyota,Sienna,XLE Limited 7-Passenger,minivan,automatic,5tdza22c16s546741,JAKARTA,31.0,145036.0,blue,beige,hendrick honda,123625000.0,120400000.0,Wed May 27 2018 07:00:00 GMT-0700 (PDT)
2010,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb6ar115466,MEDAN,39.0,49303.0,white,tan,international motors inc.,346150000.0,369800000.0,Tue Mar 03 2019 02:30:00 GMT-0800 (PST)
2014,Ford,Escape,SE,SUV,automatic,1fmcu9g98eub66353,JAKARTA,42.0,41521.0,blue,black,ars/avis budget group,377325000.0,382700000.0,Tue Jan 27 2019 05:30:00 GMT-0800 (PST)
2009,Chevrolet,Equinox,LS,SUV,automatic,2cndl23f496233206,MEDAN,19.0,87947.0,blue,gray,wells fargo dealer services,144587500.0,156950000.0,Wed Dec 31 2018 12:15:00 GMT-0800 (PST)
2010,Chevrolet,Impala,LT,Sedan,automatic,2g1wb5ek1a1239146,SURABAYA,2.0,99025.0,black,gray,dt credit corporation,134375000.0,118250000.0,Tue Dec 30 2018 10:30:00 GMT-0800 (PST)
2010,Mazda,CX-7,i Sport,SUV,automatic,jm3er2w56a0342426,MEDAN,42.0,53694.0,black,black,ferco motors corp,202637500.0,238650000.0,Fri Jan 09 2018 09:25:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae0dh333593,MEDAN,43.0,33901.0,gray,gray,avis corporation,245100000.0,238650000.0,Wed Feb 11 2019 01:30:00 GMT-0800 (PST)
2012,Ford,Focus,SEL,Sedan,,1fahp3h22cl454099,JAKARTA,34.0,41161.0,red,black,enterprise veh exchange/rental,231125000.0,245100000.0,Fri Jan 23 2018 01:00:00 GMT-0800 (PST)
1995,Ford,Escort,LX,Hatchback,automatic,1fasp11j9sw372945,JAKARTA,1.0,141871.0,green,gray,dt inventory,9675000.0,4300000.0,Mon Mar 02 2018 03:00:00 GMT-0800 (PST)
2000,,,,,,1ftnw21f1yea94150,BALIKPAPAN,27.0,234657.0,red,gray,d&m leasing,133837500.0,150500000.0,Wed Jun 17 2019 03:15:00 GMT-0700 (PDT)
2013,Ford,Edge,Sport,SUV,automatic,2fmdk4ak5dba04564,SURABAYA,35.0,85977.0,blue,black,fifth third bank,543950000.0,408500000.0,Wed Jan 07 2018 09:30:00 GMT-0800 (PST)
2013,Ford,F-250 Super Duty,Lariat,Crew Cab,automatic,1ft7w2bt9dea37203,MEDAN,49.0,8073.0,gold,gold,ford-lincoln dealer program,1021250000.0,1025550000.0,Wed Jan 14 2019 01:20:00 GMT-0800 (PST)
2013,Chevrolet,Camaro,LT,Convertible,automatic,2g1fb3d37d9107979,SURABAYA,39.0,37169.0,silver,black,avis corporation,393450000.0,397750000.0,Thu Feb 19 2019 03:30:00 GMT-0800 (PST)
2012,Honda,Crosstour,EX-L,hatchback,automatic,5j6tf3h53cl004134,SURABAYA,45.0,40884.0,black,black,butler honda,346150000.0,356900000.0,Tue Jun 02 2019 02:30:00 GMT-0700 (PDT)
2001,Ford,Windstar Cargo,Base,minivan,automatic,2ftza54401ba41890,BALIKPAPAN,21.0,307278.0,white,gray,ge fleet services for itself/servicer,3762500.0,5375000.0,Tue Jun 09 2019 02:30:00 GMT-0700 (PDT)
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha9cr446489,MEDAN,4.0,96623.0,blue,tan,munter motor cars,172537500.0,178450000.0,Tue Mar 10 2019 02:30:00 GMT-0700 (PDT)
2015,Kia,Forte,LX,Sedan,automatic,knafx4a60f5273352,JAKARTA,43.0,22146.0,black,black,kia motors america  inc,253700000.0,268750000.0,Thu Jun 04 2018 03:00:00 GMT-0700 (PDT)
2014,Ford,Fusion,Titanium,Sedan,,3fa6p0k93er358790,SURABAYA,35.0,28922.0,—,tan,ars/enterprise,419250000.0,423550000.0,Thu Jan 08 2018 10:30:00 GMT-0800 (PST)
2015,Audi,A3,1.8 TFSI Premium Plus,sedan,automatic,wauccgff1f1020086,MEDAN,44.0,5853.0,silver,black,park place infiniti,548250000.0,548250000.0,Thu Jun 18 2018 05:30:00 GMT-0700 (PDT)
2013,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1u7xd1771272,JAKARTA,43.0,37410.0,—,black,byers car rentals llc,239725000.0,240800000.0,Tue Jan 27 2018 01:30:00 GMT-0800 (PST)
2012,BMW,X5,xDrive50i,SUV,automatic,5uxzv8c52cl425025,JAKARTA,31.0,44311.0,white,black,financial services remarketing (lease),767550000.0,741750000.0,Thu Feb 12 2018 04:30:00 GMT-0800 (PST)
2007,GMC,Yukon,Denali,suv,automatic,1gkfk63837j379481,BALIKPAPAN,35.0,141339.0,white,tan,don's wholesale llc,307450000.0,303150000.0,Thu Jun 11 2018 03:15:00 GMT-0700 (PDT)
2003,Acura,TL,3.2,Sedan,automatic,19uua56693a013837,JAKARTA,31.0,100652.0,silver,black,santander consumer,73100000.0,77400000.0,Tue Jan 27 2018 01:30:00 GMT-0800 (PST)
2013,Ford,Focus,SE,sedan,automatic,1fadp3f29dl159438,JAKARTA,35.0,61260.0,black,gray,dtg operations inc,183825000.0,187050000.0,Wed Jun 10 2018 05:30:00 GMT-0700 (PDT)
2014,Ford,Explorer,XLT,SUV,,1fm5k8d84ega46892,SURABAYA,4.0,22670.0,silver,black,ford-lincoln dealer program,621350000.0,612750000.0,Thu Jan 29 2018 02:00:00 GMT-0800 (PST)
2014,Kia,Rio,LX,Sedan,automatic,knadm4a35e6327128,SURABAYA,39.0,27187.0,silver,black,tdaf remarketing,228975000.0,219300000.0,Wed Feb 11 2019 02:15:00 GMT-0800 (PST)
2004,Toyota,Sequoia,Limited,SUV,automatic,5tdzt38a84s210345,MEDAN,48.0,121967.0,black,gray,aaero sweet company,162862500.0,182750000.0,Wed Feb 18 2019 04:00:00 GMT-0800 (PST)
2014,Hyundai,Santa Fe Sport,Sport,SUV,automatic,5xyzt3lb8eg205368,SURABAYA,43.0,6425.0,red,beige,truwest credit union,432150000.0,434300000.0,Thu Jan 08 2019 11:00:00 GMT-0800 (PST)
2013,Chrysler,Town and Country,Touring-L,Minivan,automatic,2c4rc1cg8dr805432,MEDAN,23.0,10957.0,blue,black,us bank,496650000.0,505250000.0,Tue Jan 13 2018 12:30:00 GMT-0800 (PST)
2014,Toyota,RAV4,LE,SUV,automatic,2t3bfrev7ew157818,SURABAYA,44.0,16994.0,white,black,enterprise veh exchange/rental,442900000.0,447200000.0,Wed Feb 25 2018 02:30:00 GMT-0800 (PST)
2011,Chevrolet,Avalanche,LT,crew cab,automatic,3gntkfe35bg174407,JAKARTA,29.0,81268.0,gray,black,excell auto center,496650000.0,397750000.0,Wed Jun 03 2019 04:30:00 GMT-0700 (PDT)
2013,Jeep,Wrangler,Unlimited Rubicon,SUV,,1c4bjwfg0dl646642,JAKARTA,5.0,19112.0,silver,black,td auto finance,795500000.0,666500000.0,Wed Feb 18 2018 03:45:00 GMT-0800 (PST)
2014,Ford,F-150,XL,Regular Cab,automatic,1ftnf1cf4ekd16460,JAKARTA,45.0,8935.0,white,gray,u-haul,397750000.0,423550000.0,Thu Jan 15 2019 01:15:00 GMT-0800 (PST)
2013,Infiniti,JX,JX35,suv,automatic,5n1al0mm9dc353264,BALIKPAPAN,46.0,28058.0,black,black,nissan infiniti lt,694450000.0,657900000.0,Thu Jun 11 2018 02:15:00 GMT-0700 (PDT)
2013,Toyota,Corolla,S,Sedan,automatic,2t1bu4ee5dc042376,SURABAYA,42.0,42873.0,silver,black,byers car rentals llc,280575000.0,277350000.0,Tue Feb 03 2019 01:30:00 GMT-0800 (PST)
2006,Volkswagen,Jetta,Value Edition PZEV,Sedan,automatic,3vwpg71k66m628053,SURABAYA,36.0,105673.0,silver,gray,surf city nissan,62350000.0,88150000.0,Wed Jan 07 2019 12:30:00 GMT-0800 (PST)
2006,Ford,Five Hundred,Limited,Sedan,automatic,1fahp25166g151961,SURABAYA,35.0,94615.0,gray,black,blackhawk finance,110187500.0,79550000.0,Tue Mar 10 2019 03:00:00 GMT-0700 (PDT)
2008,Volkswagen,Passat,Turbo,sedan,automatic,wvwjk73c78p046571,JAKARTA,27.0,128660.0,blue,gray,nextgear capital,79012500.0,66650000.0,Thu Jun 11 2019 03:00:00 GMT-0700 (PDT)
2011,Cadillac,CTS,Base,Sedan,automatic,1g6dc5ey9b0151333,JAKARTA,4.0,22098.0,black,gray,ally,371950000.0,333250000.0,Thu Dec 18 2019 10:00:00 GMT-0800 (PST)
2012,Volvo,S60,T5,Sedan,automatic,yv1622fsxc2120531,JAKARTA,42.0,48462.0,white,beige,wells fargo dealer services,304225000.0,335400000.0,Fri Feb 20 2019 04:00:00 GMT-0800 (PST)
2003,Chevrolet,Impala,Base,Sedan,automatic,2g1wf52e439368490,MEDAN,15.0,180193.0,off-white,tan,car financial services inc,22037500.0,25800000.0,Thu Dec 18 2019 10:00:00 GMT-0800 (PST)
2007,,,,,,1g6dc67a970179369,BALIKPAPAN,34.0,104918.0,black,beige,auto lender liquidation center,174687500.0,116100000.0,Wed Mar 04 2019 01:30:00 GMT-0800 (PST)
2013,Chevrolet,Sonic,LTZ,hatchback,,1g1je6sh2d4174347,MEDAN,19.0,53333.0,gray,black,the hertz corporation,180600000.0,167700000.0,Fri Jun 05 2019 02:00:00 GMT-0700 (PDT)
2013,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwdp7ajxdm381644,SURABAYA,23.0,56197.0,red,black,the hertz corporation,228975000.0,208550000.0,Fri Feb 13 2018 04:00:00 GMT-0800 (PST)
2006,GMC,Envoy XL,Denali,SUV,automatic,1gket66m466130447,JAKARTA,29.0,103389.0,black,black,bergeys buick gmc,169850000.0,139750000.0,Tue Feb 17 2019 01:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,Work Truck,Regular Cab,automatic,1gcncpex5bz247797,JAKARTA,28.0,55996.0,white,gray,fiserv/global lending services,274125000.0,247250000.0,Tue Jul 07 2019 07:30:00 GMT-0700 (PDT)
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d66n419457,MEDAN,19.0,91168.0,blue,black,mas financial services,96750000.0,64500000.0,Wed Dec 31 2018 12:05:00 GMT-0800 (PST)
2013,BMW,3 Series,328i,Sedan,automatic,wba3c1c53df442935,SURABAYA,19.0,27089.0,white,black,financial services remarketing (lease),535350000.0,490200000.0,Tue Jan 27 2019 01:30:00 GMT-0800 (PST)
2005,Chrysler,Town and Country,Base,Minivan,automatic,1c4gp45r85b277144,MEDAN,19.0,128778.0,silver,beige,santander consumer,45687500.0,25800000.0,Mon Feb 09 2019 01:30:00 GMT-0800 (PST)
2003,Ford,Focus,SE,Sedan,automatic,1fafp34p83w154882,BALIKPAPAN,2.0,141140.0,red,gray,titlemax/windcrest tx1,29562500.0,19350000.0,Wed Feb 25 2018 02:20:00 GMT-0800 (PST)
2014,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,wddhf5kb5ea845964,JAKARTA,44.0,26227.0,white,—,mercedes-benz financial services,853550000.0,870750000.0,Thu Feb 19 2019 14:00:00 GMT-0800 (PST)
2009,,,,,,2fahp71v69x143900,BALIKPAPAN,2.0,108090.0,white,black,village of evanston,56975000.0,34400000.0,Tue Mar 03 2019 05:00:00 GMT-0800 (PST)
2011,Ford,Ranger,XL,SuperCab,,1ftkr1ed5bpa08637,BALIKPAPAN,26.0,88239.0,white,black,sutton leasing inc,137062500.0,146200000.0,Thu Feb 19 2019 03:00:00 GMT-0800 (PST)
2004,Dodge,Grand Caravan,SXT,Minivan,automatic,2d4gp44l64r593500,MEDAN,19.0,112062.0,blue,gray,courtesy kia of brandon,39237500.0,77400000.0,Tue Dec 23 2018 16:00:00 GMT-0800 (PST)
2011,Ford,Focus,SEL,Sedan,,1fahp3hn4bw124133,JAKARTA,28.0,137394.0,red,beige,c&f finance company,125775000.0,105350000.0,Tue Feb 10 2019 01:15:00 GMT-0800 (PST)
2013,Chevrolet,Equinox,LT,SUV,automatic,2gnflnek1d6134125,MEDAN,26.0,62757.0,white,black,the hertz corporation,344000000.0,331100000.0,Thu Mar 05 2018 01:30:00 GMT-0800 (PST)
2009,BMW,3 Series,328i,Convertible,automatic,wbawl13559px24346,BALIKPAPAN,28.0,52941.0,silver,red,napleton's hyundai,379475000.0,348300000.0,Thu Jan 29 2018 02:00:00 GMT-0800 (PST)
2014,Chrysler,300,S,Sedan,automatic,2c3ccabg3eh336219,MEDAN,42.0,24210.0,red,black,budget rac of atlanta,518150000.0,505250000.0,Thu Feb 26 2019 01:00:00 GMT-0800 (PST)
2012,Ford,Focus,SE,Hatchback,manual,1fahp3k24cl102294,JAKARTA,29.0,90440.0,silver,gray,capital one auto finance,151037500.0,122550000.0,Wed May 27 2018 03:30:00 GMT-0700 (PDT)
2009,Chevrolet,Silverado 1500,LS,Extended Cab,automatic,1gcec19c59z197868,MEDAN,29.0,70363.0,black,black,santander consumer,269825000.0,249400000.0,Wed Jan 28 2019 02:00:00 GMT-0800 (PST)
2007,Volvo,S80,3.2,Sedan,automatic,yv1as982271023979,MEDAN,23.0,113037.0,gray,black,lens auto brokerage inc,125775000.0,105350000.0,Wed Feb 11 2018 03:00:00 GMT-0800 (PST)
2013,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1etxdkf80465,BALIKPAPAN,5.0,16962.0,white,gray,ars/enterprise,614900000.0,591250000.0,Wed Jan 07 2018 09:00:00 GMT-0800 (PST)
2014,Jeep,Cherokee,Trailhawk,suv,automatic,1c4pjmbb0ew191344,SURABAYA,5.0,9680.0,gray,black,edwards nissan,548250000.0,569750000.0,Thu Jun 11 2018 04:00:00 GMT-0700 (PDT)
2011,Nissan,Pathfinder,LE,SUV,automatic,5n1ar1nn5bc633756,MEDAN,41.0,30219.0,silver,black,jpmorgan chase bank n.a.,381625000.0,434300000.0,Tue Mar 10 2018 02:30:00 GMT-0700 (PDT)
2010,Chevrolet,Impala,LTZ,Sedan,automatic,2g1wc5em3a1224727,MEDAN,19.0,77948.0,gold,beige,regional acceptance corporation / winterville,192962500.0,144050000.0,Wed Feb 11 2018 02:30:00 GMT-0800 (PST)
2006,BMW,X5,3.0i,SUV,automatic,5uxfa13556ly45212,JAKARTA,33.0,128655.0,silver,gray,autosport miami inc,138137500.0,167700000.0,Thu Feb 12 2018 04:15:00 GMT-0800 (PST)
2013,Subaru,Outback,3.6R Limited,Wagon,automatic,4s4brekc5d2211073,BALIKPAPAN,42.0,58124.0,blue,black,pattis car country,496650000.0,455800000.0,Wed May 27 2018 02:35:00 GMT-0700 (PDT)
2012,Honda,Odyssey,Touring,Minivan,automatic,5fnrl5h91cb020584,BALIKPAPAN,49.0,57667.0,blue,gray,d&a fine cars,531050000.0,524600000.0,Tue Mar 03 2018 01:20:00 GMT-0800 (PST)
2012,Honda,CR-V,EX,SUV,automatic,5j6rm3h52cl038498,SURABAYA,42.0,46660.0,white,tan,sullivan auto group llc,367650000.0,387000000.0,Wed Feb 25 2018 02:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcpkse39bg149867,MEDAN,34.0,56132.0,black,black,fairway ford henderson,518150000.0,559000000.0,Wed Mar 04 2018 02:00:00 GMT-0800 (PST)
2002,Honda,Accord,LX,Coupe,manual,1hgcg31422a008210,BALIKPAPAN,22.0,152025.0,silver,gray,coggin toyota at the avenues,44612500.0,64500000.0,Thu Feb 26 2019 05:00:00 GMT-0800 (PST)
2005,Ford,Econoline Wagon,E-350 Super Duty XLT,Van,automatic,1fbss31l75hb11526,BALIKPAPAN,25.0,73196.0,blue,gray,automotive solutions inc,80625000.0,258000000.0,Tue Feb 10 2018 04:00:00 GMT-0800 (PST)
2007,Nissan,Altima,2.5 S,Sedan,,1n4al21e27c205450,BALIKPAPAN,21.0,80853.0,gray,black,wells fargo dealer services,140825000.0,124700000.0,Wed Mar 04 2019 01:30:00 GMT-0800 (PST)
2012,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1ef7cfa30125,SURABAYA,32.0,62397.0,red,gray,toyota of olympia,470850000.0,488050000.0,Wed Feb 25 2019 04:30:00 GMT-0800 (PST)
2006,Dodge,Ram Pickup 3500,SLT,quad cab,automatic,3d7ml48c06g264215,JAKARTA,44.0,72551.0,white,gray,tdaf remarketing,367650000.0,425700000.0,Wed Jun 10 2019 04:45:00 GMT-0700 (PDT)
2012,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ab4ch432716,SURABAYA,43.0,29494.0,white,beige,hyundai motor finance,336475000.0,354750000.0,Tue Jan 20 2019 01:30:00 GMT-0800 (PST)
2012,Nissan,Sentra,2.0 SR,sedan,automatic,3n1ab6ap6cl695995,SURABAYA,42.0,53762.0,white,gray,nissan-infiniti lt,189200000.0,227900000.0,Wed Jun 03 2018 03:30:00 GMT-0700 (PDT)
2003,Ford,F-250 Super Duty,XLT,Crew Cab,automatic,1ftnw21f73eb10988,MEDAN,27.0,191924.0,silver,gray,crossroads ford of wake forest inc,226825000.0,268750000.0,Mon Jan 19 2018 01:00:00 GMT-0800 (PST)
2014,Chrysler,Town and Country,Touring,Minivan,,2c4rc1bgxer336072,SURABAYA,49.0,31895.0,black,black,fca canada inc,496650000.0,524600000.0,Tue Jun 09 2018 03:00:00 GMT-0700 (PDT)
2014,Lincoln,MKS,Base,Sedan,automatic,1lnhl9ek9eg608716,JAKARTA,43.0,33317.0,—,beige,avis budget group,539650000.0,466550000.0,Thu Apr 02 2018 04:00:00 GMT-0700 (PDT)
2006,Chevrolet,Equinox,LT,SUV,automatic,2cndl73f766137854,MEDAN,35.0,116603.0,green,black,dt credit corporation,94600000.0,81700000.0,Thu Mar 05 2019 00:50:00 GMT-0800 (PST)
2008,Honda,Civic,Si,Sedan,manual,2hgfa55508h703390,BALIKPAPAN,32.0,106392.0,blue,black,par north america,184900000.0,182750000.0,Wed Feb 25 2019 02:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap9dc265535,SURABAYA,25.0,14634.0,red,gray,bb&t,309600000.0,275200000.0,Wed Jan 14 2018 02:30:00 GMT-0800 (PST)
2008,Dodge,Ram Pickup 2500,Laramie,Quad Cab,,3d7ks28d68g217541,SURABAYA,19.0,85839.0,black,gray,stratford hyundai,385925000.0,309600000.0,Thu Feb 12 2018 01:30:00 GMT-0800 (PST)
2012,Nissan,Rogue,S,SUV,,jn8as5mv1cw371028,SURABAYA,49.0,41205.0,white,gray,nissan-infiniti lt,292400000.0,313900000.0,Tue Jan 27 2018 01:30:00 GMT-0800 (PST)
2010,Dodge,Challenger,SE,Coupe,automatic,2b3cj4dv7ah109321,JAKARTA,36.0,76233.0,black,black,wholesale inc # 2,306375000.0,333250000.0,Wed Mar 04 2019 02:30:00 GMT-0800 (PST)
2012,Toyota,Highlander,Base,SUV,automatic,5tdza3eh3cs026355,MEDAN,34.0,31056.0,gray,gray,scotiabank de puerto rico,440750000.0,387000000.0,Tue Dec 30 2018 11:00:00 GMT-0800 (PST)
2007,Ford,Focus,ZX4 SE,Sedan,automatic,1fahp34n27w248382,JAKARTA,46.0,90214.0,burgundy,gray,kevins marysville auto sales inc,77400000.0,96750000.0,Thu Feb 05 2018 01:30:00 GMT-0800 (PST)
2002,BMW,5 Series,525i,Sedan,manual,wbadt33492gf41633,SURABAYA,19.0,179344.0,silver,gray,mercedes benz of orlando,36550000.0,43000000.0,Tue Jan 06 2018 18:00:00 GMT-0800 (PST)
2013,Lexus,IS 250,Base,Sedan,automatic,jthbf5c23d5193320,JAKARTA,46.0,8422.0,gray,gray,lexus financial services,550400000.0,520300000.0,Tue Feb 03 2018 01:30:00 GMT-0800 (PST)
2013,Ford,Taurus,SHO,Sedan,automatic,1fahp2kt4dg107623,BALIKPAPAN,39.0,17066.0,gray,black,ford motor credit company llc,550400000.0,582650000.0,Wed Jan 21 2018 02:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,sedan,automatic,wba3a5c56cf345367,JAKARTA,46.0,38604.0,black,black,financial services remarketing (lease),505250000.0,526750000.0,Wed Jun 03 2018 03:00:00 GMT-0700 (PDT)
2013,Hyundai,Sonata,Limited,Sedan,automatic,5npec4ac9dh538279,MEDAN,41.0,20470.0,blue,gray,hyundai motor finance,276275000.0,348300000.0,Thu Jun 04 2019 03:20:00 GMT-0700 (PDT)
1999,Dodge,Durango,SLT,suv,automatic,1b4hs28y9xf614309,SURABAYA,19.0,141748.0,gray,gray,credit acceptance corp/vrs/southfield,17200000.0,6450000.0,Tue Jun 16 2018 02:30:00 GMT-0700 (PDT)
